"symbol","date","open","high","low","close","volume","adjusted"
"SAP",2022-04-18,103.919998168945,104.790000915527,103.199996948242,104.220001220703,1020800,98.3569564819336
"SAP",2022-04-19,104.290000915527,105.330001831055,104.160003662109,105.23999786377,1106300,99.3195724487305
"SAP",2022-04-20,106.550003051758,107.5,105.949996948242,106.879997253418,1350300,100.867317199707
"SAP",2022-04-21,108.300003051758,108.769996643066,106.230003356934,106.339996337891,1723500,100.357688903809
"SAP",2022-04-22,105.050003051758,105.690002441406,103.790000915527,103.849998474121,2378700,98.0077743530273
"SAP",2022-04-25,102.949996948242,103.779998779297,102.319999694824,103.730003356934,1541400,97.89453125
"SAP",2022-04-26,103.26000213623,103.360000610352,99.7699966430664,99.7900009155273,1362500,94.1761779785156
"SAP",2022-04-27,100.129997253418,101.069999694824,98.9000015258789,99.5299987792969,1589600,93.9308013916016
"SAP",2022-04-28,101,103.199996948242,100.360000610352,102.709999084473,1185100,96.9319152832031
"SAP",2022-04-29,103.5,104.050003051758,100.669998168945,100.800003051758,1137200,95.1293640136719
"SAP",2022-05-02,101.23999786377,102.419998168945,100.73999786377,102.410003662109,1658100,96.6487884521484
"SAP",2022-05-03,101.069999694824,101.470001220703,99.5899963378906,100,1990000,94.3743667602539
"SAP",2022-05-04,99.7900009155273,102.589996337891,98.5800018310547,102.559997558594,2117600,96.7903442382812
"SAP",2022-05-05,101.25,101.440002441406,98.879997253418,99.8199996948242,2176800,94.2044982910156
"SAP",2022-05-06,97.2200012207031,97.6600036621094,95.5299987792969,96.1399993896484,1988400,90.7315139770508
"SAP",2022-05-09,95.0500030517578,97.379997253418,94.7900009155273,95.9800033569336,2595300,90.5805206298828
"SAP",2022-05-10,98.2300033569336,98.4400024414062,96.1600036621094,96.8300018310547,1520600,91.382698059082
"SAP",2022-05-11,96.5,98.4100036621094,95.3000030517578,95.5899963378906,1568900,90.2124481201172
"SAP",2022-05-12,95.2699966430664,97.8300018310547,95,96.9700012207031,1578500,91.5148162841797
"SAP",2022-05-13,97.4199981689453,99.0299987792969,97.0500030517578,98.7099990844727,1214000,93.1569366455078
"SAP",2022-05-16,98.1500015258789,98.3099975585938,96.8899993896484,97.5400009155273,754300,92.0527572631836
"SAP",2022-05-17,100.01000213623,100.059997558594,97.7799987792969,99.0599975585938,1174400,93.4872360229492
"SAP",2022-05-18,97.3600006103516,97.4899978637695,92.9400024414062,93.2399978637695,2296700,87.9946517944336
"SAP",2022-05-19,93.1999969482422,96.4000015258789,93.0100021362305,95.3499984741211,2220400,92.6285095214844
"SAP",2022-05-20,97.3399963378906,97.5800018310547,95.8199996948242,97.4300003051758,2173600,94.6491394042969
"SAP",2022-05-23,98.6399993896484,99.8399963378906,98.2300033569336,99.8300018310547,1688500,96.9806365966797
"SAP",2022-05-24,99.7099990844727,99.9499969482422,97.9100036621094,98.6999969482422,2749800,95.8828887939453
"SAP",2022-05-25,96.6100006103516,98.0599975585938,96.2399978637695,97.3199996948242,1331400,94.5422821044922
"SAP",2022-05-26,97.0400009155273,98.8000030517578,96.9499969482422,98.4700012207031,760900,95.6594619750977
"SAP",2022-05-27,100.01000213623,101.150001525879,100,101.150001525879,1034400,98.2629699707031
"SAP",2022-05-31,99.7399978637695,100.309997558594,98.7399978637695,99.8399963378906,1459200,96.990348815918
"SAP",2022-06-01,100.940002441406,101.339996337891,99.1100006103516,99.3300018310547,1786100,96.4949188232422
"SAP",2022-06-02,99.5199966430664,102.129997253418,99.3300018310547,102.120002746582,967700,99.2052764892578
"SAP",2022-06-03,100.589996337891,101.069999694824,100.019996643066,100.430000305176,678900,97.5635147094727
"SAP",2022-06-06,102.169998168945,102.400001525879,100.629997253418,100.860000610352,740600,97.9812393188477
"SAP",2022-06-07,100.480003356934,102.059997558594,100.300003051758,101.98999786377,955900,99.0789947509766
"SAP",2022-06-08,100.569999694824,101.040000915527,99.629997253418,99.8600006103516,815000,97.0097885131836
"SAP",2022-06-09,98.8099975585938,99.4499969482422,96.7799987792969,96.7900009155273,940000,94.0274124145508
"SAP",2022-06-10,95.5899963378906,95.6100006103516,93.6600036621094,94.1699981689453,1284300,91.4821929931641
"SAP",2022-06-13,90.6500015258789,91.7699966430664,90.120002746582,90.8199996948242,1837900,88.2278060913086
"SAP",2022-06-14,91.7200012207031,91.879997253418,89.9100036621094,90.370002746582,1629900,87.790657043457
"SAP",2022-06-15,92.7699966430664,94.2099990844727,91.4199981689453,93.3000030517578,1294400,90.6370239257812
"SAP",2022-06-16,92.3600006103516,93.0599975585938,91.8300018310547,92.7600021362305,1466000,90.112434387207
"SAP",2022-06-17,92.6699981689453,93.8000030517578,91.9899978637695,93,1435500,90.3455810546875
"SAP",2022-06-21,94.3300018310547,94.9000015258789,93.9899978637695,94.0899963378906,1023200,91.4044723510742
"SAP",2022-06-22,93.0800018310547,95.25,92.9899978637695,94,915100,91.3170394897461
"SAP",2022-06-23,93.3399963378906,94.3899993896484,92.7900009155273,94.2399978637695,919000,91.5501861572266
"SAP",2022-06-24,95.7900009155273,98.4599990844727,95.7200012207031,98.4100036621094,1276900,95.6011734008789
"SAP",2022-06-27,97.75,98.3099975585938,96.870002746582,97.3000030517578,835700,94.5228576660156
"SAP",2022-06-28,96.5599975585938,97.0500030517578,95.4599990844727,95.4700012207031,1405100,92.7450866699219
"SAP",2022-06-29,94.3300018310547,95.1999969482422,93.7699966430664,93.9300003051758,1221400,91.2490463256836
"SAP",2022-06-30,89.9100036621094,91.25,88.9599990844727,90.7200012207031,1805100,88.1306610107422
"SAP",2022-07-01,89.7699966430664,90.7099990844727,89.3099975585938,90.6999969482422,1630000,88.1112289428711
"SAP",2022-07-05,87.5699996948242,89.1900024414062,87.3199996948242,89.1600036621094,1580400,86.6151885986328
"SAP",2022-07-06,90.0400009155273,90.3899993896484,88.9899978637695,89.8600006103516,1459800,87.2952041625977
"SAP",2022-07-07,89.879997253418,90.7300033569336,89.870002746582,90.7099990844727,805600,88.1209411621094
"SAP",2022-07-08,90.0800018310547,91.25,89.6699981689453,90.5899963378906,860400,88.0043640136719
"SAP",2022-07-11,89.1699981689453,89.3399963378906,88.1999969482422,88.3199996948242,1008600,85.7991638183594
"SAP",2022-07-12,87.8499984741211,88.0500030517578,86.1100006103516,86.3499984741211,1164700,83.8853912353516
"SAP",2022-07-13,84.5699996948242,86.5299987792969,84.4800033569336,85.9499969482422,1170200,83.4968032836914
"SAP",2022-07-14,84.6399993896484,85.7900009155273,83.5,85.4199981689453,1142100,82.98193359375
"SAP",2022-07-15,87,88.0199966430664,86.6399993896484,88,1065800,85.4882965087891
"SAP",2022-07-18,88.7600021362305,89.4899978637695,87.8600006103516,88.0899963378906,1003100,85.5757217407227
"SAP",2022-07-19,90.5599975585938,92.4199981689453,90.1900024414062,92.3399963378906,1548200,89.7044143676758
"SAP",2022-07-20,91.7699966430664,92.7300033569336,91.4899978637695,92.3300018310547,1609100,89.694709777832
"SAP",2022-07-21,87.8399963378906,90.3499984741211,87.3199996948242,90.2900009155273,2309800,87.7129364013672
"SAP",2022-07-22,94.7799987792969,95.8000030517578,93.2699966430664,93.75,1907300,91.0741806030273
"SAP",2022-07-25,93,93.120002746582,91.2300033569336,91.9700012207031,1303800,89.3449783325195
"SAP",2022-07-26,90.879997253418,90.9599990844727,89.870002746582,90.2900009155273,924000,87.7129364013672
"SAP",2022-07-27,89.5999984741211,91.5400009155273,89.4000015258789,91.3099975585938,1545200,88.7038192749023
"SAP",2022-07-28,90.7300033569336,91.9700012207031,89.8099975585938,91.7699966430664,1051800,89.1506881713867
"SAP",2022-07-29,92.5400009155273,93.3499984741211,92.1999969482422,93.2099990844727,763300,90.5495910644531
"SAP",2022-08-01,93.7799987792969,94.6500015258789,93.379997253418,93.7900009155273,1834700,91.113037109375
"SAP",2022-08-02,91.5500030517578,92.120002746582,91.120002746582,91.1900024414062,1076300,88.5872497558594
"SAP",2022-08-03,92.2600021362305,93.6399993896484,92.2600021362305,93.4899978637695,777200,90.8215942382812
"SAP",2022-08-04,95.1399993896484,95.3399963378906,94.379997253418,95.2900009155273,876800,92.5702209472656
"SAP",2022-08-05,93.6500015258789,94.5699996948242,93.4199981689453,94.5599975585938,815200,91.8610534667969
"SAP",2022-08-08,95.0199966430664,95.6100006103516,94.120002746582,94.3300018310547,629900,91.6376266479492
"SAP",2022-08-09,94.1900024414062,94.2900009155273,93.5199966430664,93.7600021362305,643700,91.0838928222656
"SAP",2022-08-10,96.1999969482422,96.8199996948242,95.7099990844727,96.0699996948242,931900,93.3279571533203
"SAP",2022-08-11,96.1900024414062,96.1900024414062,95.0599975585938,95.2399978637695,792500,92.5216522216797
"SAP",2022-08-12,95.5100021362305,95.9899978637695,95.0800018310547,95.9499969482422,674200,93.2113800048828
"SAP",2022-08-15,94.9100036621094,95.9000015258789,94.8399963378906,95.8099975585938,1193300,93.0753784179688
"SAP",2022-08-16,94.1900024414062,94.6999969482422,93.6999969482422,94.1999969482422,828000,91.5113296508789
"SAP",2022-08-17,93.0800018310547,93.5800018310547,92.5500030517578,92.9499969482422,746900,90.2970123291016
"SAP",2022-08-18,92.7399978637695,92.9700012207031,92.1100006103516,92.4599990844727,703600,89.8209991455078
"SAP",2022-08-19,92.3499984741211,92.4800033569336,91.4700012207031,91.620002746582,706800,89.0049743652344
"SAP",2022-08-22,89.4499969482422,89.5100021362305,88.2300033569336,88.4300003051758,916700,85.9060211181641
"SAP",2022-08-23,87.9000015258789,88.9100036621094,87.2900009155273,87.370002746582,765400,84.8762817382812
"SAP",2022-08-24,87.0299987792969,88.0999984741211,86.8199996948242,87.4199981689453,753000,84.9248504638672
"SAP",2022-08-25,87.3399963378906,88.2099990844727,86.9000015258789,88.1999969482422,704800,85.6825866699219
"SAP",2022-08-26,87.8499984741211,87.9100036621094,84.0299987792969,84.2399978637695,1116400,81.8356094360352
"SAP",2022-08-29,84.3600006103516,85.0500030517578,84.1399993896484,84.5800018310547,959800,82.1659088134766
"SAP",2022-08-30,85.6900024414062,85.870002746582,84.0999984741211,84.5199966430664,734500,82.1076202392578
"SAP",2022-08-31,85.3300018310547,86.3000030517578,85.0699996948242,85.2200012207031,1234500,82.7876358032227
"SAP",2022-09-01,84.5299987792969,84.6900024414062,82.4100036621094,83.9800033569336,1300300,81.5830383300781
"SAP",2022-09-02,84.8399963378906,85.5599975585938,82.7699966430664,83.2699966430664,1080300,80.8932952880859
"SAP",2022-09-06,84.8300018310547,85.1699981689453,83.8000030517578,84.1699981689453,1035900,81.7676086425781
"SAP",2022-09-07,84.5999984741211,85.7900009155273,84.3499984741211,85.5699996948242,1992400,83.1276550292969
"SAP",2022-09-08,83.6900024414062,85.3300018310547,83.4499969482422,85.3099975585938,960200,82.8750686645508
"SAP",2022-09-09,86.4000015258789,87.2799987792969,86.379997253418,87.0699996948242,649500,84.5848388671875
"SAP",2022-09-12,88.5,89.3000030517578,88.379997253418,88.9499969482422,818800,86.4111709594727
"SAP",2022-09-13,87.0100021362305,87.6399993896484,85.7200012207031,85.8600006103516,1077500,83.4093780517578
"SAP",2022-09-14,85.5400009155273,86.370002746582,85.1500015258789,86.3099975585938,1289100,83.8465270996094
"SAP",2022-09-15,85.5,85.9899978637695,84.2099990844727,84.4100036621094,1332700,82.0007629394531
"SAP",2022-09-16,83,84.129997253418,82.9000015258789,83.9400024414062,1093200,81.5441818237305
"SAP",2022-09-19,82.6900024414062,84.2699966430664,82.6800003051758,84.2600021362305,934900,81.8550415039062
"SAP",2022-09-20,82.75,83.620002746582,82.370002746582,82.9300003051758,1331500,80.5630035400391
"SAP",2022-09-21,83.0699996948242,84.0100021362305,82.1800003051758,82.3399963378906,1162200,79.9898376464844
"SAP",2022-09-22,82.0400009155273,82.2900009155273,80.9700012207031,81.370002746582,1612700,79.0475387573242
"SAP",2022-09-23,79.1800003051758,79.4800033569336,78.2200012207031,79.4700012207031,2048200,77.2017593383789
"SAP",2022-09-26,80.0800018310547,81.0899963378906,79.1500015258789,79.629997253418,2899800,77.3571853637695
"SAP",2022-09-27,80.4800033569336,80.9899978637695,78.5599975585938,79.120002746582,2478700,76.8617553710938
"SAP",2022-09-28,79.370002746582,81.7699966430664,79.0100021362305,81.4599990844727,2057000,79.1349563598633
"SAP",2022-09-29,80.25,80.5599975585938,79.1900024414062,80.4800033569336,2137300,78.1829299926758
"SAP",2022-09-30,81.4599990844727,82.6100006103516,81.1900024414062,81.25,1390600,78.9309539794922
"SAP",2022-10-03,82.4499969482422,84.120002746582,82.0299987792969,83.9400024414062,1686600,81.5441818237305
"SAP",2022-10-04,86.8199996948242,88.3499984741211,86.5400009155273,88.0400009155273,1626500,85.5271606445312
"SAP",2022-10-05,86.1900024414062,87.4499969482422,85.5899963378906,87.1800003051758,1225200,84.6917037963867
"SAP",2022-10-06,86.5899963378906,87.2200012207031,86.1699981689453,86.3600006103516,1249700,83.8951110839844
"SAP",2022-10-07,85.3899993896484,85.5199966430664,84.1500015258789,84.5299987792969,1140700,82.1173324584961
"SAP",2022-10-10,84.4599990844727,84.5299987792969,83.379997253418,84.0500030517578,1263900,81.6510391235352
"SAP",2022-10-11,83.6399993896484,84.5199966430664,82.7699966430664,83.0100021362305,1287300,80.6407165527344
"SAP",2022-10-12,83.2699966430664,83.8899993896484,82.5,82.5100021362305,1115600,80.1549987792969
"SAP",2022-10-13,80.9800033569336,85.379997253418,80.5,85.1500015258789,1515200,82.7196426391602
"SAP",2022-10-14,86.6999969482422,87.5800018310547,84.5199966430664,84.6100006103516,1207800,82.1950531005859
"SAP",2022-10-17,86.4100036621094,87.5299987792969,86.3600006103516,86.8499984741211,1362700,84.3711166381836
"SAP",2022-10-18,90.2200012207031,90.3099975585938,88.3300018310547,89.0199966430664,1526700,86.4791793823242
"SAP",2022-10-19,87.7099990844727,87.9700012207031,86.3000030517578,86.7300033569336,1086400,84.2545471191406
"SAP",2022-10-20,86.9100036621094,88.4599990844727,86.7099990844727,86.9100036621094,1103400,84.4294052124023
"SAP",2022-10-21,88.4400024414062,90.9599990844727,88.0199966430664,90.879997253418,1722400,88.2860870361328
"SAP",2022-10-24,90.620002746582,91.1900024414062,89.1900024414062,91.0100021362305,1447700,88.4123840332031
"SAP",2022-10-25,96.5800018310547,97.2900009155273,96.0299987792969,96.3199996948242,2401400,93.5708236694336
"SAP",2022-10-26,96.2300033569336,99.1399993896484,96.1500015258789,97.7600021362305,1991000,94.9697265625
"SAP",2022-10-27,97.7300033569336,98.9000015258789,97.2300033569336,97.4400024414062,1024800,94.6588592529297
"SAP",2022-10-28,96.5800018310547,97.8600006103516,96.5500030517578,97.7099990844727,1438000,94.9211502075195
"SAP",2022-10-31,96.4800033569336,96.8899993896484,96.0500030517578,96.0599975585938,986200,93.318244934082
"SAP",2022-11-01,97.2099990844727,97.3899993896484,95.1699981689453,95.8399963378906,831300,93.1045227050781
"SAP",2022-11-02,96.6600036621094,97.1600036621094,93.9700012207031,93.9700012207031,1372400,91.2879028320312
"SAP",2022-11-03,93.3099975585938,94.3199996948242,92.6699981689453,92.6900024414062,1126700,90.04443359375
"SAP",2022-11-04,95.6800003051758,96.1800003051758,94.5400009155273,96.0199966430664,1221300,93.2793884277344
"SAP",2022-11-07,96.9499969482422,97.7399978637695,96.1399993896484,97.5699996948242,1213200,94.7851486206055
"SAP",2022-11-08,97.870002746582,99.2600021362305,96.7399978637695,97.9700012207031,1403700,95.1737289428711
"SAP",2022-11-09,97.9400024414062,98.620002746582,97.4700012207031,97.5500030517578,947800,94.7657165527344
"SAP",2022-11-10,103.809997558594,107.190002441406,103.559997558594,107.180000305176,2371200,104.12085723877
"SAP",2022-11-11,109.040000915527,110.550003051758,108.540000915527,110.169998168945,1997100,107.025512695312
"SAP",2022-11-14,109.099998474121,109.809997558594,108.360000610352,108.830001831055,1133700,105.723762512207
"SAP",2022-11-15,110.330001831055,111.040000915527,108.080001831055,109.809997558594,1627600,106.675788879395
"SAP",2022-11-16,111.180000305176,111.430000305176,109.870002746582,111.059997558594,1226300,107.890113830566
"SAP",2022-11-17,110.5,112.180000305176,110.440002441406,111.819999694824,2138300,108.62841796875
"SAP",2022-11-18,109.709999084473,109.730003356934,108.25,108.790000915527,1214000,105.684898376465
"SAP",2022-11-21,109.470001220703,109.849998474121,108.470001220703,108.5,889800,105.403182983398
"SAP",2022-11-22,108.449996948242,109.669998168945,107.980003356934,109.620002746582,735500,106.491218566895
"SAP",2022-11-23,109.059997558594,110.040000915527,108.970001220703,109.849998474121,931600,106.714653015137
"SAP",2022-11-25,109.819999694824,110.660003662109,109.790000915527,110.650001525879,411200,107.491813659668
"SAP",2022-11-28,109.620002746582,110.190002441406,107.800003051758,108,808600,104.917457580566
"SAP",2022-11-29,107.339996337891,107.48999786377,106.389999389648,106.919998168945,831300,103.868278503418
"SAP",2022-11-30,107.919998168945,110.930000305176,107.5,110.870002746582,1019500,107.705543518066
"SAP",2022-12-01,111.589996337891,112.389999389648,111.019996643066,112.01000213623,1000900,108.813003540039
"SAP",2022-12-02,111.160003662109,112.48999786377,110.639999389648,112.029998779297,906900,108.832427978516
"SAP",2022-12-05,110.76000213623,111.25,109.949996948242,110.269996643066,661200,107.122657775879
"SAP",2022-12-06,109.48999786377,109.48999786377,107.279998779297,107.769996643066,871000,104.694007873535
"SAP",2022-12-07,107.48999786377,108.059997558594,106.75,107.870002746582,1010500,104.791168212891
"SAP",2022-12-08,107.160003662109,108.360000610352,106.550003051758,107.819999694824,902600,104.74259185791
"SAP",2022-12-09,107.470001220703,108.050003051758,107.230003356934,107.290000915527,543200,104.227714538574
"SAP",2022-12-12,107.220001220703,108.379997253418,107.169998168945,108.360000610352,951700,105.267181396484
"SAP",2022-12-13,112.220001220703,112.819999694824,109.309997558594,109.809997558594,1050900,106.675788879395
"SAP",2022-12-14,109.879997253418,111,109.01000213623,109.709999084473,707500,106.578643798828
"SAP",2022-12-15,107.889999389648,108.080001831055,105.349998474121,105.580001831055,928400,102.566528320312
"SAP",2022-12-16,104.709999084473,105.5,104.110000610352,105.360000610352,1505600,102.352798461914
"SAP",2022-12-19,105.370002746582,105.5,103.970001220703,104.300003051758,886100,101.323059082031
"SAP",2022-12-20,103.910003662109,104.540000915527,103.599998474121,104.48999786377,1162300,101.507637023926
"SAP",2022-12-21,104.809997558594,105.559997558594,104.48999786377,104.800003051758,756700,101.808792114258
"SAP",2022-12-22,104.180000305176,104.230003356934,102.650001525879,103.980003356934,981500,101.012191772461
"SAP",2022-12-23,103.220001220703,103.709999084473,102.660003662109,103.5,760600,100.545890808105
"SAP",2022-12-27,103.330001831055,103.879997253418,102.769996643066,103.339996337891,523500,100.39045715332
"SAP",2022-12-28,102.870002746582,103.430000305176,101.779998779297,101.809997558594,635400,98.9041290283203
"SAP",2022-12-29,103.389999389648,104.349998474121,103.279998779297,104.110000610352,546800,101.138481140137
"SAP",2022-12-30,102.809997558594,103.290000915527,102.360000610352,103.190002441406,442500,100.244743347168
"SAP",2023-01-03,104.040000915527,105.069999694824,103.279998779297,103.980003356934,928800,101.012191772461
"SAP",2023-01-04,107.120002746582,107.169998168945,105.720001220703,106.889999389648,819200,103.839134216309
"SAP",2023-01-05,107.309997558594,107.339996337891,106,106.160003662109,853400,103.129974365234
"SAP",2023-01-06,106.580001831055,109.379997253418,105.5,109.110000610352,820900,105.99577331543
"SAP",2023-01-09,110.699996948242,112.879997253418,110.699996948242,111.440002441406,1481800,108.259269714355
"SAP",2023-01-10,112.309997558594,113.430000305176,112.019996643066,113.419998168945,1093400,110.182746887207
"SAP",2023-01-11,114.209999084473,114.919998168945,113.98999786377,114.870002746582,785900,111.591369628906
"SAP",2023-01-12,115.309997558594,116.690002441406,114.129997253418,116.680000305176,1082800,113.349708557129
"SAP",2023-01-13,115.720001220703,117.150001525879,115.709999084473,117.01000213623,755600,113.670295715332
"SAP",2023-01-17,116.220001220703,117.440002441406,115.73999786377,116.209999084473,826800,112.893119812012
"SAP",2023-01-18,118.059997558594,118.800003051758,116.919998168945,117.080001831055,1394900,113.738296508789
"SAP",2023-01-19,114.849998474121,116.129997253418,114.650001525879,115.669998168945,891100,112.368530273438
"SAP",2023-01-20,115.559997558594,117.150001525879,115.209999084473,117.120002746582,728500,113.777153015137
"SAP",2023-01-23,115.639999389648,117.019996643066,115.599998474121,116.709999084473,1059800,113.378852844238
"SAP",2023-01-24,116.040000915527,116.569999694824,115.790000915527,116.190002441406,1022100,112.873695373535
"SAP",2023-01-25,115.419998168945,116.519996643066,114.51000213623,116.160003662109,1310900,112.844551086426
