"symbol","date","open","high","low","close","volume","adjusted"
"SAP",2022-01-03,140.320007324219,141.570007324219,139.160003662109,141.399993896484,811200,133.445343017578
"SAP",2022-01-04,141.110000610352,141.320007324219,139.940002441406,140.270004272461,749400,132.378921508789
"SAP",2022-01-05,141.639999389648,141.690002441406,139.389999389648,139.580001831055,902900,131.727737426758
"SAP",2022-01-06,137.259994506836,138.649993896484,136.800003051758,136.990005493164,837300,129.283447265625
"SAP",2022-01-07,137.070007324219,138.429992675781,136.619995117188,138.259994506836,632300,130.481994628906
"SAP",2022-01-10,137.110000610352,138.649993896484,136.479995727539,138.610000610352,803500,130.812301635742
"SAP",2022-01-11,137.740005493164,138.970001220703,137.460006713867,138.789993286133,720400,130.982162475586
"SAP",2022-01-12,139.869995117188,140.410003662109,139,140.149993896484,591500,132.265670776367
"SAP",2022-01-13,139.029998779297,139.399993896484,135.789993286133,135.910003662109,657300,128.264190673828
"SAP",2022-01-14,136.559997558594,139.039993286133,136.529998779297,138.899993896484,1388800,131.085998535156
"SAP",2022-01-18,136.429992675781,137.809997558594,135.710006713867,136.100006103516,988000,128.443511962891
"SAP",2022-01-19,137.220001220703,138.619995117188,136.690002441406,136.789993286133,681300,129.094696044922
"SAP",2022-01-20,139.279998779297,139.820007324219,136.889999389648,137.009994506836,1018100,129.302307128906
"SAP",2022-01-21,137.369995117188,137.839996337891,135.740005493164,135.800003051758,1414800,128.160400390625
"SAP",2022-01-24,132.160003662109,133.929992675781,129.669998168945,133.720001220703,1767900,126.197402954102
"SAP",2022-01-25,130.800003051758,133.910003662109,129.899993896484,132.320007324219,1474600,124.876167297363
"SAP",2022-01-26,133.320007324219,134.350006103516,131.330001831055,132.279998779297,1572900,124.838417053223
"SAP",2022-01-27,123.919998168945,125.199996948242,122.080001831055,122.379997253418,2149000,115.495338439941
"SAP",2022-01-28,119.699996948242,122.029998779297,119.040000915527,121.970001220703,1479600,115.108406066895
"SAP",2022-01-31,121.819999694824,125.230003356934,121.819999694824,125.209999084473,1143000,118.166137695312
"SAP",2022-02-01,126.550003051758,127.839996337891,125.330001831055,127.680000305176,1289400,120.497192382812
"SAP",2022-02-02,127,127.470001220703,126.650001525879,127.150001525879,989800,119.997009277344
"SAP",2022-02-03,124.279998779297,125.440002441406,123.589996337891,123.809997558594,1063900,116.844902038574
"SAP",2022-02-04,124.540000915527,126.440002441406,124.290000915527,126.139999389648,1343100,119.043823242188
"SAP",2022-02-07,127.709999084473,128.160003662109,126.529998779297,126.889999389648,1121800,119.751625061035
"SAP",2022-02-08,125.279998779297,125.900001525879,124.75,125.690002441406,711300,118.619132995605
"SAP",2022-02-09,125.550003051758,126.370002746582,124.930000305176,126.290000915527,945900,119.185386657715
"SAP",2022-02-10,123.540000915527,126.160003662109,123.470001220703,123.849998474121,679500,116.88264465332
"SAP",2022-02-11,123.629997253418,124.180000305176,120.019996643066,120.339996337891,979100,113.570106506348
"SAP",2022-02-14,118.589996337891,119.540000915527,117.48999786377,118.349998474121,1384500,111.692054748535
"SAP",2022-02-15,120.209999084473,120.559997558594,119.660003662109,120.25,703400,113.485168457031
"SAP",2022-02-16,119.860000610352,121.050003051758,119.080001831055,120.910003662109,766600,114.108047485352
"SAP",2022-02-17,119.569999694824,119.779998779297,117.730003356934,117.839996337891,724700,111.210746765137
"SAP",2022-02-18,117.610000610352,117.669998168945,115.610000610352,115.709999084473,831600,109.200569152832
"SAP",2022-02-22,113.559997558594,114.529998779297,112.349998474121,113.559997558594,1052500,107.171524047852
"SAP",2022-02-23,114.379997253418,114.51000213623,110.879997253418,110.980003356934,1219500,104.736671447754
"SAP",2022-02-24,107.620002746582,112.01000213623,107.370002746582,111.949996948242,1878600,105.652099609375
"SAP",2022-02-25,113.599998474121,115.050003051758,112.980003356934,115.019996643066,909500,108.549392700195
"SAP",2022-02-28,112.180000305176,114.139999389648,111.470001220703,112.580001831055,1295500,106.246658325195
"SAP",2022-03-01,111.139999389648,111.919998168945,108.879997253418,109.25,1442000,103.103996276855
"SAP",2022-03-02,111.120002746582,113.440002441406,110.629997253418,113.190002441406,1509900,106.822341918945
"SAP",2022-03-03,111.480003356934,111.540000915527,108.660003662109,109.01000213623,1281900,102.877494812012
"SAP",2022-03-04,107.120002746582,107.400001525879,105.339996337891,106.099998474121,1618000,100.131195068359
"SAP",2022-03-07,108.059997558594,108.459999084473,104.949996948242,104.970001220703,1888000,99.0647735595703
"SAP",2022-03-08,106.089996337891,108.970001220703,104.139999389648,106.209999084473,1672700,100.235008239746
"SAP",2022-03-09,109.629997253418,112.940002441406,109.230003356934,111.849998474121,1394800,105.557731628418
"SAP",2022-03-10,108.089996337891,109.440002441406,107.480003356934,108.51000213623,874200,102.405624389648
"SAP",2022-03-11,110.879997253418,111.139999389648,107.599998474121,107.680000305176,959200,101.62232208252
"SAP",2022-03-14,110.550003051758,111.720001220703,109.839996337891,110.050003051758,1005100,103.858993530273
"SAP",2022-03-15,110.879997253418,111.01000213623,109.069999694824,110.730003356934,898900,104.500732421875
"SAP",2022-03-16,112.400001525879,114.48999786377,111.370002746582,114.48999786377,897600,108.049209594727
"SAP",2022-03-17,113.639999389648,115.730003356934,113.51000213623,115.709999084473,816300,109.200569152832
"SAP",2022-03-18,112.25,115.550003051758,112.25,115.360000610352,1406200,108.870269775391
"SAP",2022-03-21,112.76000213623,113.720001220703,111.360000610352,111.870002746582,1329300,105.576599121094
"SAP",2022-03-22,111.800003051758,113.300003051758,111.589996337891,112.730003356934,911200,106.388221740723
"SAP",2022-03-23,110.48999786377,110.949996948242,109.690002441406,109.790000915527,1007300,103.613616943359
"SAP",2022-03-24,110.01000213623,111.300003051758,109.529998779297,111.220001220703,712600,104.963165283203
"SAP",2022-03-25,112.029998779297,112.029998779297,110.349998474121,111.339996337891,570700,105.076416015625
"SAP",2022-03-28,110.870002746582,111.940002441406,110.360000610352,111.809997558594,905600,105.519973754883
"SAP",2022-03-29,115.290000915527,116,113.73999786377,114.73999786377,920500,108.285140991211
"SAP",2022-03-30,113.480003356934,114.199996948242,112.76000213623,113.150001525879,982400,106.784599304199
"SAP",2022-03-31,113.099998474121,113.319999694824,110.889999389648,110.959999084473,1323100,104.717788696289
"SAP",2022-04-01,110.809997558594,111.080001831055,109.419998168945,110.629997253418,749800,104.406356811523
"SAP",2022-04-04,110.139999389648,112.589996337891,110.129997253418,112.480003356934,1238900,106.152282714844
"SAP",2022-04-05,111.120002746582,111.769996643066,110.25,110.809997558594,1559300,104.576232910156
"SAP",2022-04-06,109.980003356934,110.389999389648,109.050003051758,109.709999084473,766200,103.538116455078
"SAP",2022-04-07,108.959999084473,109.800003051758,108.370002746582,109.180000305176,1048700,103.037933349609
"SAP",2022-04-08,107.949996948242,109.449996948242,107.819999694824,108.470001220703,8e+05,102.367874145508
"SAP",2022-04-11,108.199996948242,108.529998779297,107.410003662109,107.559997558594,1088400,101.509071350098
"SAP",2022-04-12,106.669998168945,107.540000915527,104.839996337891,105.419998168945,1398600,99.4894485473633
"SAP",2022-04-13,104.290000915527,106.01000213623,104.059997558594,105.919998168945,1154900,99.9613265991211
"SAP",2022-04-14,105.650001525879,105.730003356934,103.889999389648,103.889999389648,914600,98.045524597168
